tipo_muerte;provincia;arma;Anio
HOMICIDIO;MANABI;ARMA DE FUEGO;2019
HOMICIDIO;EL ORO;ARMA DE FUEGO;2022
ASESINATO;PICHINCHA;ARMA DE FUEGO;2016
ASESINATO;GUAYAS;ARMA DE FUEGO;2016
ASESINATO;GUAYAS;ARMA DE FUEGO;2018
ASESINATO;ESMERALDAS;ARMA DE FUEGO;2020
SICARIATO;PICHINCHA;ARMA DE FUEGO;2023
HOMICIDIO;CHIMBORAZO;ARMA DE FUEGO;2015
HOMICIDIO;PICHINCHA;ARMA DE FUEGO;2020
FEMICIDIO;ESMERALDAS;ARMA DE FUEGO;2015
HOMICIDIO;MANABI;ARMA DE FUEGO;2022
ASESINATO;PICHINCHA;ARMA DE FUEGO;2019
HOMICIDIO;GUAYAS;ARMA DE FUEGO;2021
HOMICIDIO;MANABI;ARMA DE FUEGO;2025
ASESINATO;GUAYAS;ARMA BLANCA;2024
ASESINATO;PICHINCHA;ARMA DE FUEGO;2018
SICARIATO;PICHINCHA;ARMA BLANCA;2016
HOMICIDIO;GUAYAS;ARMA DE FUEGO;2020
SICARIATO;GUAYAS;ARMA DE FUEGO;2020
ASESINATO;GUAYAS;CONTUNDENTE;2019
HOMICIDIO;MANABI;ARMA DE FUEGO;2024
ASESINATO;MANABI;ASFIXIA;2024
ASESINATO;PICHINCHA;CONTUNDENTE;2014
ASESINATO;PICHINCHA;CONTUNDENTE;2023
ASESINATO;LOS RIOS;ARMA BLANCA;2016
HOMICIDIO;PICHINCHA;CONTUNDENTE;2015
ASESINATO;EL ORO;ARMA DE FUEGO;2022
ASESINATO;LOS RIOS;ASFIXIA;2025
ASESINATO;PICHINCHA;ARMA DE FUEGO;2018
ASESINATO;EL ORO;ARMA BLANCA;2025
HOMICIDIO;EL ORO;CONTUNDENTE;2022
ASESINATO;GUAYAS;ARMA BLANCA;2024
HOMICIDIO;GUAYAS;OTRA;2024
ASESINATO;CHIMBORAZO;ARMA DE FUEGO;2024
ASESINATO;GUAYAS;ARMA DE FUEGO;2024
SICARIATO;MANABI;ARMA BLANCA;2021
SICARIATO;LOS RIOS;ARMA DE FUEGO;2024
ASESINATO;ESMERALDAS;ARMA DE FUEGO;2020
ASESINATO;GUAYAS;ARMA DE FUEGO;2016
HOMICIDIO;CHIMBORAZO;ARMA DE FUEGO;2016
ASESINATO;LOS RIOS;ARMA BLANCA;2014
ASESINATO;PICHINCHA;ARMA DE FUEGO;2014
SICARIATO;LOS RIOS;ARMA BLANCA;2024
ASESINATO;PICHINCHA;ARMA BLANCA;2022
HOMICIDIO;GUAYAS;CONTUNDENTE;2025
HOMICIDIO;PICHINCHA;ARMA DE FUEGO;2020
HOMICIDIO;GUAYAS;ARMA DE FUEGO;2022
SICARIATO;ESMERALDAS;ARMA BLANCA;2021
HOMICIDIO;PICHINCHA;ARMA BLANCA;2024
FEMICIDIO;ESMERALDAS;ARMA DE FUEGO;2017
ASESINATO;CHIMBORAZO;ASFIXIA;2016
ASESINATO;PICHINCHA;ARMA DE FUEGO;2025
ASESINATO;GUAYAS;ARMA BLANCA;2022
HOMICIDIO;GUAYAS;ARMA DE FUEGO;2014
HOMICIDIO;AZUAY;ARMA BLANCA;2016
HOMICIDIO;MANABI;ARMA DE FUEGO;2024
ASESINATO;MANABI;ARMA BLANCA;2023
ASESINATO;GUAYAS;ARMA DE FUEGO;2022
ASESINATO;GUAYAS;ARMA DE FUEGO;2022
ASESINATO;GUAYAS;ARMA DE FUEGO;2019
FEMICIDIO;GUAYAS;ARMA DE FUEGO;2019
SICARIATO;SUCUMBIOS;OTRA;2021
ASESINATO;GUAYAS;ARMA DE FUEGO;2014
HOMICIDIO;MANABI;ASFIXIA;2024
ASESINATO;EL ORO;ARMA BLANCA;2024
ASESINATO;PICHINCHA;ARMA DE FUEGO;2015
ASESINATO;ESMERALDAS;ARMA BLANCA;2022
ASESINATO;PICHINCHA;ARMA DE FUEGO;2021
SICARIATO;PICHINCHA;ARMA DE FUEGO;2019
HOMICIDIO;PICHINCHA;ARMA DE FUEGO;2022
SICARIATO;ESMERALDAS;ARMA DE FUEGO;2024
SICARIATO;GUAYAS;ARMA BLANCA;2015
HOMICIDIO;ESMERALDAS;CONTUNDENTE;2025
ASESINATO;LOS RIOS;ARMA BLANCA;2025
ASESINATO;GUAYAS;ARMA BLANCA;2014
SICARIATO;GUAYAS;CONTUNDENTE;2022
HOMICIDIO;PICHINCHA;ARMA DE FUEGO;2020
ASESINATO;PICHINCHA;ARMA DE FUEGO;2014
HOMICIDIO;MANABI;ARMA DE FUEGO;2025
ASESINATO;ESMERALDAS;ARMA DE FUEGO;2025
ASESINATO;ESMERALDAS;ARMA DE FUEGO;2018
SICARIATO;PICHINCHA;ARMA DE FUEGO;2021
ASESINATO;PICHINCHA;ARMA DE FUEGO;2016
HOMICIDIO;GUAYAS;ARMA DE FUEGO;2022
FEMICIDIO;MANABI;ARMA DE FUEGO;2025
ASESINATO;GUAYAS;ARMA DE FUEGO;2022
SICARIATO;PICHINCHA;ARMA DE FUEGO;2020
HOMICIDIO;LOS RIOS;ARMA DE FUEGO;2025
ASESINATO;EL ORO;ARMA DE FUEGO;2024
ASESINATO;ESMERALDAS;ARMA DE FUEGO;2023
SICARIATO;EL ORO;CONTUNDENTE;2023
ASESINATO;PICHINCHA;ARMA DE FUEGO;2022
ASESINATO;GUAYAS;ARMA DE FUEGO;2015
HOMICIDIO;PICHINCHA;ARMA DE FUEGO;2019
SICARIATO;MANABI;ARMA DE FUEGO;2018
HOMICIDIO;GUAYAS;ARMA DE FUEGO;2021
ASESINATO;MANABI;ARMA DE FUEGO;2016
ASESINATO;GUAYAS;ARMA BLANCA;2020
ASESINATO;LOS RIOS;ARMA BLANCA;2025
ASESINATO;LOS RIOS;ARMA DE FUEGO;2016
ASESINATO;PICHINCHA;ARMA DE FUEGO;2021
ASESINATO;MANABI;ARMA DE FUEGO;2016
ASESINATO;EL ORO;ARMA BLANCA;2016
ASESINATO;GUAYAS;ARMA DE FUEGO;2024
SICARIATO;MANABI;ARMA DE FUEGO;2022
ASESINATO;GUAYAS;ARMA DE FUEGO;2023
HOMICIDIO;PICHINCHA;ARMA DE FUEGO;2022
HOMICIDIO;EL ORO;ARMA BLANCA;2017
ASESINATO;PICHINCHA;ARMA DE FUEGO;2016
ASESINATO;GUAYAS;ASFIXIA;2022
HOMICIDIO;LOS RIOS;ARMA DE FUEGO;2023
SICARIATO;GUAYAS;ARMA DE FUEGO;2016
ASESINATO;LOS RIOS;ARMA DE FUEGO;2016
ASESINATO;LOS RIOS;ARMA DE FUEGO;2017
ASESINATO;GUAYAS;CONTUNDENTE;2017
SICARIATO;PICHINCHA;CONTUNDENTE;2019
ASESINATO;CHIMBORAZO;ARMA BLANCA;2014
ASESINATO;MANABI;ARMA BLANCA;2022
ASESINATO;PICHINCHA;ARMA DE FUEGO;2023
SICARIATO;MANABI;ARMA DE FUEGO;2019
SICARIATO;PICHINCHA;ARMA DE FUEGO;2018
ASESINATO;ESMERALDAS;ARMA BLANCA;2019
SICARIATO;GUAYAS;ARMA DE FUEGO;2023
HOMICIDIO;GUAYAS;ARMA DE FUEGO;2017
HOMICIDIO;GUAYAS;ARMA BLANCA;2016
SICARIATO;GUAYAS;ARMA BLANCA;2024
ASESINATO;LOS RIOS;ARMA DE FUEGO;2021
ASESINATO;ESMERALDAS;ARMA DE FUEGO;2024
ASESINATO;MANABI;ARMA DE FUEGO;2023
ASESINATO;GUAYAS;CONTUNDENTE;2023
HOMICIDIO;SANTA ELENA;ARMA DE FUEGO;2022
HOMICIDIO;EL ORO;ARMA BLANCA;2014
HOMICIDIO;GUAYAS;ARMA DE FUEGO;2015
SICARIATO;GUAYAS;ARMA DE FUEGO;2021
ASESINATO;ESMERALDAS;ARMA DE FUEGO;2023
HOMICIDIO;GUAYAS;CONTUNDENTE;2018
ASESINATO;MANABI;ARMA DE FUEGO;2023
ASESINATO;GUAYAS;CONTUNDENTE;2015
ASESINATO;PICHINCHA;ARMA DE FUEGO;2024
HOMICIDIO;AZUAY;ARMA BLANCA;2021
ASESINATO;PICHINCHA;ARMA DE FUEGO;2022
ASESINATO;AZUAY;ARMA DE FUEGO;2016
ASESINATO;MANABI;ARMA DE FUEGO;2024
ASESINATO;LOS RIOS;CONTUNDENTE;2014
ASESINATO;ESMERALDAS;ARMA DE FUEGO;2021
SICARIATO;AZUAY;ARMA DE FUEGO;2025
ASESINATO;GUAYAS;ARMA DE FUEGO;2020
SICARIATO;GUAYAS;ARMA DE FUEGO;2015
HOMICIDIO;GUAYAS;ARMA DE FUEGO;2017
ASESINATO;GUAYAS;ARMA DE FUEGO;2022
ASESINATO;ESMERALDAS;ARMA DE FUEGO;2025
ASESINATO;MANABI;ARMA BLANCA;2020
HOMICIDIO;MANABI;OTRA;2020
ASESINATO;LOS RIOS;ARMA BLANCA;2020
HOMICIDIO;GUAYAS;ARMA DE FUEGO;2021
HOMICIDIO;MANABI;ARMA DE FUEGO;2018
HOMICIDIO;EL ORO;ARMA BLANCA;2016
SICARIATO;ESMERALDAS;ARMA DE FUEGO;2021
ASESINATO;PICHINCHA;ARMA DE FUEGO;2022
ASESINATO;LOS RIOS;ARMA DE FUEGO;2025
ASESINATO;GUAYAS;ARMA DE FUEGO;2024
ASESINATO;PICHINCHA;ARMA DE FUEGO;2023
HOMICIDIO;MANABI;CONTUNDENTE;2015
ASESINATO;MANABI;ARMA BLANCA;2020
HOMICIDIO;GUAYAS;ARMA DE FUEGO;2023
ASESINATO;PICHINCHA;ARMA DE FUEGO;2021
ASESINATO;GUAYAS;ARMA DE FUEGO;2022
HOMICIDIO;LOS RIOS;ARMA DE FUEGO;2022
ASESINATO;GUAYAS;ARMA DE FUEGO;2019
ASESINATO;ESMERALDAS;ARMA DE FUEGO;2018
ASESINATO;GUAYAS;ARMA BLANCA;2023
HOMICIDIO;PICHINCHA;ARMA DE FUEGO;2015
FEMICIDIO;GUAYAS;ARMA DE FUEGO;2023
ASESINATO;SANTA ELENA;ARMA DE FUEGO;2023
ASESINATO;GUAYAS;ARMA DE FUEGO;2014
ASESINATO;PICHINCHA;ARMA DE FUEGO;2015
SICARIATO;SANTA ELENA;ARMA BLANCA;2022
ASESINATO;GUAYAS;ARMA DE FUEGO;2023
HOMICIDIO;LOS RIOS;ASFIXIA;2021
SICARIATO;LOS RIOS;ARMA BLANCA;2021
ASESINATO;GUAYAS;ARMA DE FUEGO;2021
ASESINATO;LOS RIOS;ARMA DE FUEGO;2017
ASESINATO;PICHINCHA;ARMA BLANCA;2019
ASESINATO;GUAYAS;ARMA BLANCA;2017
SICARIATO;GUAYAS;ARMA DE FUEGO;2019
HOMICIDIO;GUAYAS;ARMA DE FUEGO;2019
SICARIATO;LOS RIOS;ARMA DE FUEGO;2025
ASESINATO;GUAYAS;ARMA DE FUEGO;2017
ASESINATO;GUAYAS;ARMA DE FUEGO;2017
ASESINATO;ESMERALDAS;ARMA DE FUEGO;2016
ASESINATO;PICHINCHA;ARMA BLANCA;2024
ASESINATO;ESMERALDAS;ARMA DE FUEGO;2014
ASESINATO;EL ORO;OTRA;2023
ASESINATO;GUAYAS;ARMA DE FUEGO;2022
ASESINATO;PICHINCHA;CONTUNDENTE;2014
ASESINATO;PICHINCHA;ARMA DE FUEGO;2014
ASESINATO;PICHINCHA;ARMA DE FUEGO;2016
ASESINATO;LOS RIOS;ARMA DE FUEGO;2019
ASESINATO;GUAYAS;ARMA BLANCA;2023
ASESINATO;PICHINCHA;ARMA DE FUEGO;2016
ASESINATO;GUAYAS;ARMA DE FUEGO;2023
ASESINATO;LOS RIOS;ARMA BLANCA;2020
HOMICIDIO;PICHINCHA;ASFIXIA;2018
ASESINATO;GUAYAS;ARMA DE FUEGO;2024
SICARIATO;MANABI;ARMA DE FUEGO;2017
SICARIATO;GUAYAS;ARMA DE FUEGO;2025
SICARIATO;GUAYAS;ARMA DE FUEGO;2021
HOMICIDIO;LOS RIOS;ARMA DE FUEGO;2022
ASESINATO;EL ORO;ARMA DE FUEGO;2022
SICARIATO;GUAYAS;ARMA DE FUEGO;2016
HOMICIDIO;GUAYAS;ARMA DE FUEGO;2024
SICARIATO;MANABI;ARMA DE FUEGO;2019
ASESINATO;PICHINCHA;ARMA DE FUEGO;2014
HOMICIDIO;GUAYAS;ARMA DE FUEGO;2023
ASESINATO;CHIMBORAZO;ARMA DE FUEGO;2016
HOMICIDIO;PICHINCHA;CONTUNDENTE;2022
ASESINATO;MANABI;ASFIXIA;2020
SICARIATO;MANABI;ARMA DE FUEGO;2016
SICARIATO;MANABI;ARMA DE FUEGO;2023
ASESINATO;GUAYAS;ARMA DE FUEGO;2016
HOMICIDIO;GUAYAS;ARMA DE FUEGO;2025
SICARIATO;ESMERALDAS;ARMA BLANCA;2021
ASESINATO;TUNGURAHUA;ARMA DE FUEGO;2022
ASESINATO;GUAYAS;ARMA DE FUEGO;2014
ASESINATO;LOS RIOS;ARMA DE FUEGO;2025
SICARIATO;GUAYAS;ARMA DE FUEGO;2015
ASESINATO;GUAYAS;ARMA BLANCA;2014
HOMICIDIO;GUAYAS;ARMA DE FUEGO;2015
ASESINATO;GUAYAS;ARMA DE FUEGO;2020
ASESINATO;GUAYAS;ARMA DE FUEGO;2024
SICARIATO;MANABI;ARMA DE FUEGO;2014
SICARIATO;PICHINCHA;CONTUNDENTE;2021
FEMICIDIO;PICHINCHA;ARMA DE FUEGO;2022
ASESINATO;MANABI;ARMA BLANCA;2016
HOMICIDIO;PICHINCHA;ARMA DE FUEGO;2023
ASESINATO;PICHINCHA;ARMA DE FUEGO;2019
ASESINATO;PICHINCHA;ARMA DE FUEGO;2018
HOMICIDIO;PICHINCHA;ARMA DE FUEGO;2014
ASESINATO;PICHINCHA;CONTUNDENTE;2018
HOMICIDIO;GUAYAS;ARMA BLANCA;2021
ASESINATO;GUAYAS;ARMA DE FUEGO;2023
ASESINATO;EL ORO;ARMA DE FUEGO;2020
ASESINATO;LOS RIOS;ARMA DE FUEGO;2025
HOMICIDIO;GUAYAS;ARMA DE FUEGO;2018
HOMICIDIO;ESMERALDAS;ARMA DE FUEGO;2023
ASESINATO;PICHINCHA;ARMA DE FUEGO;2025
ASESINATO;GUAYAS;ARMA DE FUEGO;2015
HOMICIDIO;PICHINCHA;ARMA DE FUEGO;2023
ASESINATO;GUAYAS;ARMA DE FUEGO;2019
